Course Code,Course Name,Credits,Prereqs,Description
MSEG 312,Solid State Physics and Quantum Mechanics,3,"MATH 351, MSEG 211",Description not available.
MSEG 315,Materials Science and Engineering Laboratory II,4,"MSEG 305, 
","A combination of laboratory, lecture and multimedia modules will allow the student to study mechanical properties, thermal properties and processibility of materials."
MSEG 366,Independent Study,1-6,No prerequisites.,Description not available.
MSEG 367,SEMINAR,1-6,No prerequisites.,Description not available.
MSEG 401,Design of Materials and Their Application,6,"MSEG 305, MSEG 315","An introduction to entrepreneurship and the legal aspects of materials, such as obtaining a patent and searching the patent office for relevant patents, will be given first. Students will then design a material for unique application after consultation with industry experts and consideration of entrepreneurial and legal aspects."
MSEG 402,Nanoscale Materials Laboratory,4,MSEG 312,Device manufacture and characterization using nanostructured materials will be performed. Several devices will be fabricated and tested to help students understand the relationship between structure and operation.
MSEG 406,Corrosion and Protection,3,"CHEM 103, CHEM 133, CHEM 104","Degradation of structural materials through interaction with their environment. Electrochemical attack on alloys and its relation to metallurgic structure. Forms of corrosion including high temperature oxidation and biological effects. Corrosion monitoring and deterioration of polymers, concrete and advanced materials. Emphasis on materials selection and corrosion methods."
MSEG 410,Experimental Mechanics of Composites,3,No prerequisites.,Study of the micromechanical and thermomechanical response of compositematerials. Execution and assessment of experiments conducted to investigatestrength and stiffness characteristics of composite materials.
MSEG 415,Degradation and Failure of Materials,3,"MSEG 201, CHEM 112",Description not available.
MSEG 425,High Technology Entrepreneurship,3,No prerequisites.,"Focus on critical financial, legal, scientific and engineering issues confronted during  initial planning stages of a start-up enterprise. Students work in teams to develop a real world business product offering."
MSEG 429,Characterization of Electronic Materials & Devices,3,No prerequisites.,This course focuses on the fundamentals and practical consideration of the myriad techniques that are used to characterize electronic materials. It includes the theoretical underpinnings of the techniques and discusses applicability and limitations.
MSEG 431,"Organic Electronics: Design, Synthesis, and Applications",3,No prerequisites.,"Principles of organic semiconducting and conducting materials (small molecules and pi-conjugated polymers) with an emphasis on structure-property relationships. Describes the design, synthesis, and applications of organic electronics for energy, biology and electronics."
MSEG 460,Biomaterials and Tissue Engineering,3,No prerequisites.,"Explores the principles and methodologies of tissue engineering with polymeric biomaterials. Both biological and materials science concepts will be introduced. Specific topics include cell growth and differentiation, extracellular matrixcomposition and properties, polymerization methods, polymer characterization methods and mechanical properties, and drug delivery."
MSEG 466,Independent Study,1-6,No prerequisites.,Description not available.
MSEG 467,SEMINAR,1-6,No prerequisites.,Description not available.
MSEG 470,Solar Energy,3,No prerequisites.,"Considers the basics of solar energy utilization. Emphasis on photovoltaic systems, including inorganic and organic based systems, as well as hybrid solar cells, followed by consideration of passive and active usage such as solar thermal power."
MEEG 102,Mechanical Engineering Computer-Aided Design,3,No prerequisites.,"Introduces computer-aided mechanical engineering design by developing student’s ability to 1) think visually, 2) communicate spatial information to an engineering audience through parametric solid modeling drafting standards and 3) begin to recognize connection between a virtual design and an actual component."
MEEG 103,Maker Series,1,No prerequisites.,"Maker Series is a 1 credit pass/fail class you get credit for by participating in some of the many workshops scheduled during the semester. These workshops range from welding to sewing to basic electronics and are taught by instructors both internal and external to the university. After an initial orientation meeting during the first scheduled class, the group does not meet regularly. Instead, check the calendar at http://www.me.udel.edu/makerseries/ and sign up for workshops individually by following the directions in the description."
MEEG 104,Analysis and Communication of Technical Information,2,No prerequisites.,"Accurate analysis of data and effective communication of results are prerequisites for engineering success. Engineers who cannot analyze data effectively cannot solve emergent challenges, and the best technical engineers are of little use if they cannot convey their ideas to the non-technical decision makers. Examines the basic tools of analysis and best practices of technical communication. Topics include basic statistics, producing quality figures and technical reports."
MEEG 166,SPECIAL PROBLEM,1-3,No prerequisites.,Description not available.
MEEG 167,SEMINAR,1-6,No prerequisites.,Description not available.
MEEG 210,Statics,3,No prerequisites.,"To recognize, idealize and solve problems involving rigid bodies in static equilibrium using scalar and vector techniques. Introduces free body diagrams, friction, center of gravity, moment of inertia. Emphasizes the role of statics in the design process."
MEEG 211,Dynamics,3,CIEG 211,"Intermediate-level development of the kinematics and dynamics of particle systems and rigid bodies. Solution of engineering problems by force, momentum and energy methods with applications to mechanisms, machines, and vehicles. Computer problems."
MEEG 215,Mechanics of Solids,3,CIEG 211,"Analytical study of stresses and deformations and their application to the design of machine and structural elements under axial, torsional, bending and lateral loads. Buckling and energy methods are discussed."
MEEG 216,Solid Mechanics Lab,1,No prerequisites.,Mechanics of Solids Laboratory serves to reinforce the theory discussed in Mechanics of Solids lecture through experimental means. The topics studied include: 1) modern measurements and instrument calibration; 2) failure in uniaxial tension; 3) tensile deformation; 4) deformation of composite materials; 5) cantilevered and 3-point beam bending; 6) torsion. The students will learn and reinforce professional skills related to the analysis and communication of technical information.
MEEG 241,Thermodynamics,3,MATH 242,"Basic concepts of thermodynamics including properties of substances and gas mixtures, energy, entropy, and exergy. First and second law analysis of systems and control volumes. Applications to steady-flow devices and systems in power production, propulsion, and air conditioning."
MEEG 266,SPECIAL PROBLEM,1-3,No prerequisites.,Description not available.
MEEG 267,SEMINAR,1-6,No prerequisites.,Description not available.
MEEG 301,Machine Design-Kinematics and Kinetics,3,"MEEG 102, MEEG 211, CIEG 311","Kinematic analysis of mechanisms and machines, kinematic synthesis, cam design, gear train analysis and machine dynamics."
MEEG 304,Machine Design-Elements,3,"MEEG 301, MEEG 215, CIEG 212","Aspects of machine design: statistical nature, theories of failure and designfor strength and design of machine elements."
MEEG 311,Control Systems,3,"MEEG 211, CIEG 311","Modeling and simulation of single and multi-degree-of-freedom systems,nonlinear models, linearization, transient and steady state response.Controller designs: root locus, bode plots, PID, digital implementation."
MEEG 312,Vibration and Control Lab,1,No prerequisites.,"Vibration and control lab serves to reinforce the theory discussed in vibration and control lecture through experimental means. The topics studied include: 1) system and parameter identification, (ii) time response of dynamical systems to forcing inputs, (iii) development and testing of controllers, (iv) Frequency response of linear dynamical systems, (v) controller designs. The students will learn and reinforce professional skills related to the analysis and communication of technical information."
MEEG 321,Materials Engineering,3,"MSEG 201, MEEG 215, CIEG 212","Mechanical properties and materials behavior under static and dynamic loading;fatigue, creep, wear and corrosion; properties and applications of metals,ceramics, polymers and composites; forming and joining of materials; practicalexamples of materials selection in design and use of materials data bases."
MEEG 331,Fluid Mechanics I,3,"MATH 351, MEEG 210, CIEG 211","Incompressible fluid mechanics: fluid statics, control volume analysis for mass, momentum and energy; differential analysis of viscous and inviscid flow; dimensional analysis."
MEEG 332,Fluid Mechanics II,3,"MEEG 331, CIEG 305, MEEG 331","Compressible flows, isentropic flow, shock waves; lift and drag; inviscid flows, potential and stream functions, elementary wing theory; boundary layers; computational fluid dynamics. Labs to support the topics of Compressible flows, isentropic flow, shock waves; lift and drag; inviscid flows, potential and stream functions, elementary wing theory; boundary layers."
MEEG 333,Fluid Mechanics Lab,1,No prerequisites.,Introduction to experimental and measurement techniques in fluid mechanics.
MEEG 342,Heat Transfer,3,"MEEG 241, MATH 352","Conductive, convective and radiative heat transfer. Finite difference methods for solving transient, multi-dimensional problems numerically. Analysis of fins and heat exchanges."
MEEG 346,Thermal Laboratory,1,"MEEG 241, MEEG 342",Introduction to experimental and measurement techniques related to thermodynamics and heat transfer.
MEEG 366,Independent Study,1-6,No prerequisites.,Description not available.
MEEG 367,SEMINAR,1-6,No prerequisites.,Description not available.
MEEG 401,Engineering Senior Design,6,MEEG 304,"Open-ended, team-based, capstone engineering design projects. Systems approach process involving defining requirements, benchmarking, concept generation and selection, prototype fabrication, and testing. Includes safety, ethics, economic analysis, regulatory and industry standards, and intellectual property."
MEEG 402,Senior Desig,6,MEEG 304,"Capstone engineering practice where teams develop real engineering system designs; discover customer requirements; benchmark best practices; develop engineering specifications; generate concepts; and justify aspecific concept. Design, fabricate, assemble, test and improve an actual prototype. Focus is upon successful competition at the annual spring FSAE competition."
MEEG 409,Introduction to Industrial Design,3,MEEG 304,"This studio-based course is centered on substantively advancing early stage prototypes, from prior courses such as Senior Engineering Design, into real-world products. Work in teams on pre-selected projects, with project deliverables and milestones agreed upon within student teams and amongst the faculty instructors. Periodic lectures that will expose students to topics such as advanced prototyping techniques, design for manufacture, and select entrepreneurial concepts. The latter will include end user profiling, market size estimation, cost-of-goods analysis, and building basic business models in order to guide commercialization decisions."
MEEG 413,Nanomaterials and Nanotechnology,3,No prerequisites.,"Advanced topics in nanoscience and nanotechnology including nanostructures, nanomaterial synthesis, properties, characterizations, and applications. The emphasis will be to introduce students to the science of the building blocks of nanostructured materials, material behavior when they are assembled, technology for building nanoscale structures and features, nanomaterials for energy conversion and storage, and the technological implications of these nanomaterials and nanotechnologies."
MEEG 414,Analysis of Aircraft Structure,3,"MEEG 215, CIEG 212, MEEG 215","Deals with analysis and design of flight structures and other light-weight structures. Loads, supports and reactions, constitute equations, and stress and deformation of components for flight vehicles are investigated. Overview of fatigue, vibration (flutter) and instability of structures are given."
MEEG 417,Composite Materials,3,"MEEG 215, CIEG 212","Fiber and matrix materials, fiber-matrix interface, polymer, metal, ceramic and carbon matrix composites, geometric aspects, elastic properties, lamination theory, strength of unidirectional composites, strength of laminates, durability, hybrid composites, flexible composites and textile structural composites."
MEEG 421,Linear Systems,3,"MATH 349, MATH 351, MEEG 311","State-space analysis of linear dynamical systems. Solution of state-space equations, and analysis of structural system properties based on eigenvalues and eigenvectors. Similarity transformations and decompositions. Lyapunov stability. Observability and controllability. State feedback control design."
MEEG 424,Vehicle Dynamics,3,"MEEG 210, CIEG 211, MEEG 211","Theory of the dynamics of ground vehicles. Topics include tire adhesion, slip angle, suspension analysis and design, chassis design and aerodynamics with downforce generation."
MEEG 425,Automotive Powertrain Theory,3,"MEEG 301, MEEG 241",Analysis and design of automotive powertrain design with emphasis on competition and efficiency optimization.
MEEG 426,Applied Controls,3,"MEEG 311, MEEG 312",Develop a practical appreciation for the components of a robotic system while learning to apply control theory to analyze and control real world robotic systems. Expand knowledge of different operating systems and programming environments used in robotics and controls work. This is a hands-on course with some lecture and a lot of studio time for independent and group project work.
MEEG 429,Experimental Mechanics of Composites,3,No prerequisites.,Study of the micromechanical and thermomechanical response of compositematerials. Execution and assessment of experiments conducted to investigatestrength and stiffness characteristics of composite materials.
MEEG 432,Aerodynamics,3,"MEEG 331, CIEG 305, MEEG 331",Theoretical and computational aerodynamics. Review of fluid mechanics. Airfoils and finite wings in incompressible flow. Panel and vortex-lattice methods. Complex variable techniques. Boundary-layer theory.
MEEG 433,Rocket Propulsion,3,"MEEG 241, MEEG 331",Fundamentals of Rocket Propulsion: Solid and liquid rockets; nozzle theory; flight performance; combustion; component and system analysis and design.
MEEG 435,Wind Power Engineering,3,MEEG 332,"Includes an historical overview, the energetics of wind power, wind turbine aerodynamics, and the basics of related dynamical, structural and electrical aspects of wind power. There is also a class visit to a nearby wind farm."
MEEG 442,Introduction to Fuel Cells,3,"MEEG 331, CIEG 305, MEEG 331","Basic principles of fuel cells, fuel cell types and their applications, fuel processing and hydrogen storage."
MEEG 444,Energy Storage,3,No prerequisites.,"Advanced topics in energy storage science and technology including electrochemical energy storage systems, hydrogen storage, thermal energy storage, mechanical energy storage, and electromagnetic energy storage. The emphasis will be to introduce students to the electrochemistry of the electrochemical energy storage systems, working principles of advanced battery systems, newly emerging electrode and electrolyte materials, energy storage technology for from nanoscale to marcoscale applications.  "
MEEG 445,Senior Research I,3,No prerequisites.,Investigation of an experimental nature to be carried out and reported upon by each student.
MEEG 451,Introduction to Microsystems,3,"PHYS 208, PHYS 228, PHYS 245","This course examines the mechanical, thermal, optical, fluidic, chemical, and biological devices that can be derived using modern microfabrication methods. Topics include typical fabrication steps, device physics and mechanics, and a survey of existing and emerging device areas."
MEEG 453,Manufacturing Processes and Systems,3,MEEG 321,"Explains key concepts and elements of basic processes (metal cutting, forming, plastic molding), technologies (robotics, ergonomics, material handling, quality management, machine vision), industries/systems (pharmaceutical, automotive, packaging, food, and current advances (lean mfg., just-in-time)."
MEEG 454,"Additive Manufacturing: Materials, Processes and Applications",3,MEEG 321,"Emphasizes fundamental aspects of materials properties and selections, design and engineering principles, processes of a variety of additive manufacturing (AM) as well as latest emerging AM technologies, and their applications in biomedical devices, aerospace, printable electronics, and consumer products. Polymer, metal, ceramic, and composite AM technologies will be discussed. Popular press articles and technical papers on AM will be reviewed and discussed."
MEEG 455,Principles of Composites Manufacturing,3,"MEEG 331, MEEG 342","Fundamental principles and an application involving composites manufacturing are introduced. Modeling of such processes is emphasized and a specific projected is required. Assignments include open-ended problems. Areas of manufacturing include: injection molding, compression molding, filament winding, pultrusion and resin transfer molding."
MEEG 458,Sustainable Manufacturing,3,No prerequisites.,"Introduction to sustainable manufacturing; Interrelationship between product, process, design, materials, properties and the environment; Intelligent manufacturing process design; Reduction of specific energy, water, materials, pollution etc; Maximize recycling of manufacturing waste, water, materials etc."
MEEG 466,Independent Study,1-6,No prerequisites.,Description not available.
MEEG 467,SEMINAR,1-6,No prerequisites.,Description not available.
MEEG 472,"Soft Robotics: Principles, Methods, and Applications",3,No prerequisites.,"The design principles necessary for soft robots, including fabrication techniques. Potential applications for various macro and micro soft robots; discussion of active unanswered questions in the field of soft robotics. Students must orally disseminate scientific information. "
MEEG 478,Introduction to Autonomous Driving,3,"MEEG 311, MEEG 312","This course considers problems in perception, planning, and control, and their systems-level integration in the context of self-driving vehicles through an open-source curriculum for autonomy education that emphasizes hands-on experience. Integral to the course, students will collaborate to implement concepts covered in lecture on a low-cost autonomous vehicle with the goal of navigating a model town complete with roads, signage, traffic lights, obstacles, and citizens."
MEEG 481,Cytomechanics,3,"BISC 207, MEEG 215","Cell, the universal unit of life, behaves as a “mechanical living” entity. Besides sensing “smell or taste” mediated by chemical reactions, cells also display a strong sense of “touch” mediated by mechanical interactions. Mechanics is involved in many fundamental processes such as cell shape, mobility, and differentiation. In this course, the students will be exposed to the principles of cytomechancis and the fascinating cellular responses and adaptation to the mechanical environment."
MEEG 482,Clinical Biomechanics,3,No prerequisites.,"The biomechanics and patho-mechanics of various human musculoskeletal joint systems. Normal joint anatomy and biomechanics; the mechanical effects of pathology and the goals of surgical repairs to counteract them will be explored through in vitro, in vivo and mathematical modeling studies of joint system mechanics."
MEEG 483,Orthopaedic Biomechanics,3,"MEEG 211, MEEG 215","Anatomy and physiology including microanatomy and mechanics of bone, cartilage, tendon and muscle. Mechanical modeling of body including joint loads, motion analysis, muscle forces and interaction with orthopaedic devices."
MEEG 484,Biomaterials and Tissue Eng App,3,No prerequisites.,"Biomaterials for mechanical replacement of Orthopaedic tissues: bone, cartilage, ligament, tendon and whole joint systems. Topics include normal tissue mechanics and biocompatibility, mechanical behavior, degradation and host response to biomaterials. Experimental methods to assess biomaterials along with design and manufacturing considerations for joint and tissue replacements."
MEEG 486,Cell and Tissue Transport,3,"MEEG 331, CIEG 305, MEEG 331","Analysis of water, solute, gas, and heat exchange in microcirculation and relationship between structure and function. Transport in biological porous media examined and applied to arterial wall, bone, and cartilage. Active transport across membranes considered and applied to kidney and secretary organs. Introduction to transport across cell membrane and role of receptors in transport, cell adhesion, and intracellular signaling presented."
MMSC 100,Introduction to Medical and Molecular Sciences,1,No prerequisites.,"Orientation to the laboratory and non-laboratory based health professions, including Medical Laboratory Scientist, Biotechnologist, Physician Assistant, Doctor of Medicine as well as other allied health professions. Discussion of the inter-professional nature of health-care delivery and the diversity of employment and career opportunities."
MMSC 160,"Infection: Sex, Food and Sneezing",3,No prerequisites.,"This course will educate students about microorganisms affecting our lives. Lecture will concentrate on good and bad organisms, especially those problematic for college students. Students will learn from case studies for organism-infection association and will discuss society’s treatment, control and prevention of infection."
MMSC 166,SPECIAL PROBLEM,1-3,No prerequisites.,Description not available.
MMSC 167,SEMINAR,1-6,No prerequisites.,Description not available.
MMSC 200,The Language of Medicine,3,No prerequisites.,"Comprehensive foundation of medical terminology for use in health care careers. Emphasis on body structures, anatomical systems, pathologies, medical procedures, medical specialties, and common terms and abbreviations used in health care."
MMSC 210,Introduction to Genetic Counseling,1,"BISC 208, 
",Description not available.
MMSC 220,Forensic Science,3,No prerequisites.,"Introduction to the field of forensic science, discussing laboratory techniques and assays used in determining evidential value of crime scene and related evidence. Emphasis on blood and DNA analysis, forensic toxicology, and forensic microbiology."
MMSC 230,Forensic Pathology,3,No prerequisites.,"Overview of the field of forensic pathology including the history, related specialties, and determining the cause of death. Medical examiners/coroners system, hospital pathology and legal/ethical issues in forensic science are also discussed."
MMSC 240,Crime Scene Investigation,3,No prerequisites.,"Crime scene investigation techniques are covered with an emphasis upon securing and recording the crime scene, identifying and preserving physical evidence, collecting, transporting and storing evidence and the examination of evidence. Techniques available to the crime scene investigator also will be discussed."
MMSC 250,"Communication, Education, & Ethics in Healthcare",1,No prerequisites.,"Focuses on tools to achieve effective interpersonal and interdisciplinary communication. Includes the use of educational methodology to instruct laboratory personnel, as well as other practitioners and consumers who utilize laboratory services. Discussion of ethics and professionalism in relationship to health-related topics."
MMSC 255,Emergency Medical Services,3,No prerequisites.,Description not available.
MMSC 266,SPECIAL PROBLEM,1-3,No prerequisites.,Description not available.
MMSC 267,SEMINAR,1-6,No prerequisites.,Description not available.
MMSC 270,Medical Microbiology & Infectious Diseases,4,"BISC 207, BISC 205","Introduction to principles of human medical microbiology. Bacterial pathogenic mechanisms, clinical manifestations, and diagnostic methods are emphasized. Explores important human viral and parasitic diseases, antimicrobial agents, immunology and immune disorders."
MMSC 301,Introduction to Biotechnology,2,No prerequisites.,"Provides a systematic introduction to essential skills and applied theories pertinent of the training needs of biotechnologists. Topics include: Safety, Quality Control, GMPs/SOPs, Documentation, Regulatory Requirements in the Biotechnology Laboratory, and Applications of Biotechnology in the workplace."
MMSC 366,Independent Study,1-6,No prerequisites.,Description not available.
MMSC 367,SEMINAR,1-6,No prerequisites.,Description not available.
MMSC 370,Phlebotomy and Specimen Processing,1,No prerequisites.,Introduction to the theory and performance of phlebotomy. Supervised student laboratory experience in blood collection techniques. Focuses on specimen processing and quality for patient-centered care.
MMSC 375,Biostatistics for the Biological and Health Sciences,2,No prerequisites.,"Introductory statistics, principles of research design and data interpretation for MLS and AMBB majors."
MMSC 402,Body Fluid Analysis,2,"BISC 208, CHEM 104, CHEM 134","Overview of protocols, technical and clinical correlations involved in body fluid analysis of non-blood body fluids, including urine, synovial, cerebrospinal, seminal, serous, amniotic and gastric fluids."
MMSC 407,Clinical Physiological Chemistry I,3,"BISC 208, CHEM 104, CHEM 134","Application and theory of manual and automated techniques used in diagnostic and therapeutic medicine. Emphasis on clinical procedures for carbohydrates, proteins, lipids, nonprotein nitrogenous compounds, blood gases and pH, and electrolytes."
MMSC 408,Molecular Preparatory Techniques,2,No prerequisites.,"This laboratory and lecture-based course provides a systematic introduction to essential skills and applied theories pertinent of the training needs of biotechnologists. Topics to be covered include: Safety, Quality Control, GMPs/SOPs, Documentation, Regulatory Requirements in the Biotechnology Laboratory, Measurements, Math in the Laboratory, Data Analysis, Basic Microbiological Techniques, Preparation of Specialized Solutions and Media, Preparation of Agarose and Polyacrylamide Gels."
MMSC 409,Immunohematology I,2,MMSC 415,Study of antigen and antibody systems of human red cells and compatibilitytesting of blood for transfusion.
MMSC 410,Genetic Counseling Practicum,1-3,"MMSC 491, BISC 403, MMSC 210",Practical internships in a variety of genetic counseling settings. Participate in all phases of genetic counseling functions.
MMSC 412,Body Fluid Analysis Laboratory,1,"BISC 208, CHEM 104, CHEM 134","Performance of diagnostic laboratory testing of body fluids, including quality assurance and troubleshooting techniques."
MMSC 415,Clinical Immunology and Medical Virology,3,"BISC 208, CHEM 104, CHEM 134","Introductory immunology concepts and use of immunological assays, such as enzyme immunoassays and fluorescent antibody assays, for diagnosis of infectious diseases and immunological disorders. Study of viruses, diseases they cause, and methods used to diagnose viral infections."
MMSC 416,Clinical Immunology and Medical Virology Laboratory,1,"BISC 208, CHEM 104, CHEM 134","Laboratory concepts and immunological assays, such as enzyme immunoassays and fluorescent antibody assays, for diagnosis of infectious diseases and immunological disorders."
MMSC 417,Clinical Physiological Chemistry Laboratory I,1,No prerequisites.,Laboratory exercises that complement the topics covered in 
MMSC 418,Senior Seminar I,0,No prerequisites.,"Readings, case studies, career planning and orientation for clinical education."
MMSC 419,Immunohematology I Laboratory,1,No prerequisites.,Laboratory procedures consistent with 
MMSC 420,Immunohematology II,2,MMSC 409,"Study of blood and component transfusions, their risks, complications andquality assurance. Also blood component therapy and testing of the neonateand adult."
MMSC 421,Immunohematology II Laboratory,1,No prerequisites.,Laboratory procedures consistent with 
MMSC 423,Hematology I,2,"BISC 208, CHEM 104, CHEM 134","Quantitative and qualitative study of the formed elements of blood with emphasis on the normal state, as well as the study of normal and abnormal coagulation and hemostasis."
MMSC 424,Hematology I Laboratory,1,No prerequisites.,Study and implementation of laboratory procedures that correlate with the material taught in 
MMSC 425,Basic Recombinant DNA Techniques,4,No prerequisites.,"Introduction to basic molecular and biochemical techniques. Laboratory sessions include discussion, demonstration and hands on practice of basic molecular techniques including: basic microbial technique, transformation, purification and quantitation of DNA, restriction endonuclease digestion, use of spectrophotometer and proteins assays, electrophoresis of DNA and protein, southern transfer, western blot, protein assays, PCR amplification, RT-PCR, DNA sequencing and use of electronic databases."
MMSC 426,Protein Purification and Characterization,3,"MMSC 408, MMSC 425","Explores current methods and theories pertaining to fractionation and purification of proteins from cellular and recombinant sources; including ion exchange, affinity, and size-exclusion based methods. Methods of protein analysis are also discussed including various spectroscopic methods: NMR, fluorescence, mass-spectroscopy, and circular dichroism. Current topics in proteomics are discussed including methods for understanding protein-protein and protein-ligand interactions are covered."
MMSC 427,Flow Cytometry I,2,No prerequisites.,"Introduction to the principles of flow cytometry, cell sorting, and in and their applications in research and diagnostics.  Course will utilize lectures, demonstrations and practice in the principles of flow cytometry.  Flow Cytometry I will place an emphasis on immuno-phenotyping and disease panel applications of flow cytometry.  Lecture/Seminar/Hands on Computer and Wet Bench Based Laboratory."
MMSC 428,Medical Microbiology and Parasitology,3,"BISC 208, BISC 300, MMSC 270",Study of the occurrence and pathogenesis of human bacterial and parasitic infections and the microorganisms associated with human health and disease.
MMSC 429,Medical Microbiology and Parasitology Laboratory,2,No prerequisites.,Laboratory study of microorganisms important in the normal flora and infectious diseases of humans.
MMSC 433,Hematology II,2,MMSC 423,Study of the pathophysiology of erythrocytic and leukocytic disorders and thelaboratory findings of these disorders.
MMSC 434,Hematology II Laboratory,2,No prerequisites.,Study and implementation of laboratory procedures in hematology consistent with the material taught in 
MMSC 435,"Introduction to Genomics, Proteomics & Bioinformatics",3,No prerequisites.,"Introduction to the concepts of computer based molecular modeling, genomics, proteomics and bioinformatics and their applications in research and diagnostics. Course will utilize lectures, demonstrations and practice in the principles of computer based molecular modeling and genetic analysis. Lecture/Seminar/Hands on Computer Based Laboratory."
MMSC 436,Clinical Physiological Chemistry II,3,MMSC 407,"Application and theory of methodologies in enzymology, endocrinology andtoxicology. Relationship of normal and abnormal laboratory findings in organfunctional tests."
MMSC 437,Clinical Laboratory Instrumentation,2,"MMSC 417, MMSC 419, MMSC 424","Introduce the laboratory instrumentation and troubleshooting techniques found in clinical laboratories. Explore automated instrumentation used in clinical disciplines such as: clinical chemistry, hematology, homeostasis, body fluid analysis, immunohematology, and immunology/serology."
MMSC 438,Diagnostic Bacteriology and Medical Mycology,3,MMSC 428,"Diagnostic bacteriology, emphasizing the correlation of in vitro and in vivofindings in the diagnosis and treatment of infectious disease, including human mycoses. Identification of pathogenic and nonpathogenic bacteria and fungi inclinical specimens."
MMSC 439,Diagnostic Bacteriology and Medical Mycology Laboratory,2,No prerequisites.,Study and implementation of laboratory procedures that correlate with the material taught in 
MMSC 441,Biotechnology Practicum I,3,"MMSC 408, MMSC 425, MMSC 426",Practical internships in a variety of biotechnology laboratory settings. Students participate in all phases of laboratory functions.
MMSC 442,Biotechnology Practicum II,3,"MMSC 408, MMSC 425, MMSC 426",Practical internships in a variety of biotechnology laboratory settings. Students participate in all phases of laboratory functions.
MMSC 443,Biotechnology Practicum III,3,"MMSC 408, MMSC 425, MMSC 426",Practical internships in a variety of biotechnology laboratory settings. Students participate in all phases of laboratory functions.
MMSC 444,Biotechnology Practicum IV,3,"MMSC 408, MMSC 425, MMSC 426",Practical internships in a variety of biotechnology laboratory settings. Students participate in all phases of laboratory functions.
MMSC 450,Medical Biochemistry,4,"CHEM 213, CHEM 321",Focus on the application of the principles of Biochemistry and Molecular Biology in the understanding of human health and disease. Designed to give the students a solid foundation in the subject areas. Be useful for those preparing for health-related careers who wish to apply the knowledge of biochemistry of normal cellular function to the understanding of molecular dysfunction in human diseases.
MMSC 451,Cell and Tissue Culture Techniques,4,"MMSC 408, MMSC 425","This course offers basic technique training to handle in vitro cell culture as well as cellular and molecular biological techniques. You will be introduced to the procedures and the underlying scientific principles of cell culture and recombinant protein expression in a variety of cell systems including yeast, insect, and mammalian cell lines. In addition, you will learn techniques to analyze cell phenotype and function unohistochemistry, immunofluorescence, and flow cytometry."
MMSC 455,Forensic Science Practicum,3,"CRJU 110, MMSC 220","Working with practicing criminalists, students gain hands-on, real-life experiences in the exciting field of forensic science. Students will be given the opportunity to develop an appreciation for the collection and handling of crime scene evidence and the analyses performed in a forensic science laboratory."
MMSC 461,Laboratory Practice and Leadership I,1,No prerequisites.,"Introduction to clinical laboratory practice and leadership with emphasis on management styles, motivational techniques, communication skills, organizational leadership and administration of personnel."
MMSC 462,Interdisciplinary Healthcare Perspectives,3,No prerequisites.,Final reflective component of the volunteer experiences accumulated throughout the student’s undergraduate years in preparation for a graduate program in a healthcare field. Evidence of critical thinking and knowledge of healthcare concepts will be demonstrated through various assignments.
MMSC 466,Independent Study,1-6,No prerequisites.,Description not available.
MMSC 467,SEMINAR,1-6,No prerequisites.,Description not available.
MMSC 471,Laboratory Practice and Leadership II,1,MMSC 461,"Discussion of clinical laboratory practice and leadership. Emphasis on responsibilities relating to daily operation of the laboratory, including human resource management, financial planning, cost analysis, laboratory design, laboratory information systems, marketing, government regulations and accreditation."
MMSC 472,Clinical Urinalysis Practicum,1,"MMSC 402, MMSC 412",Clinical experience in the application of laboratory theory and techniques inurinalysis.
MMSC 473,Clinical Chemistry Practicum,3,"MMSC 436, MMSC 437",Supervised experience in the application of laboratory theory and techniquesin clinical chemistry.
MMSC 474,Honors Clinical Chemistry Practicum,3,"MMSC 436, MMSC 437",Supervised experience in the application of laboratory theory and techniques in clinical chemistry.
MMSC 475,Clinical Hematology Practicum,3,"MMSC 433, MMSC 434",Supervised experience in the application of laboratory procedures inhematology.
MMSC 476,Honors Clinical Hematology Practicum,3,"MMSC 433, MMSC 434",Supervised experience in the application of laboratory procedures in hematology.
MMSC 477,Clinical Microbiology and Immunology Practicum,3,"MMSC 438, MMSC 439",Supervised experience in the application of laboratory procedures in diagnostic microbiology.
MMSC 478,Honors Clinical Microbiology and Immunology Practicum,3,"MMSC 438, MMSC 439",Supervised experience in the application of laboratory procedures in diagnostic microbiology.
MMSC 479,Clinical Immunohematology Practicum,3,"MMSC 420, MMSC 421",Supervised experience in the application of laboratory procedures inimmunohematology.
MMSC 480,Senior Seminar II,1,No prerequisites.,"Enhances problem-solving skills by integrating multiple clinical laboratory disciplines in case-based problem-solving activities. Focuses on integration and synthesis of knowledge acquired in previous courses while enhancing team-based and independent critical thinking skills. Utilizing review sessions and test-taking strategies, students will complete a written assessment of all clinical laboratory disciplines in preparation for a national certifying exam upon graduation."
MMSC 481,HNRS Clinical Immunohematology Practicum,3,"MMSC 420, MMSC 421",Supervised experience in the application of laboratory procedures in immunohematology.
MMSC 490,Clinical and Molecular Cell Biology,3,"BISC 208, CHEM 104, CHEM 134","Molecular diagnostics topics emphasize DNA, RNA and protein structure and function, including detailed review of the central dogma. Genetic topics emphasize cell development, chromosome structure and function, and disease inheritance patterns."
