Course Code,Course Name,Credits,Prereqs,Description
RUSS440,"Special Topics: Russian Drama, Prose or Poetry",3,No prerequisites.,Explores one of the three major genres by examining a specific theme. See 
RUSS455,"Selected Authors, Works and Themes",3,No prerequisites.,Works of one or more outstanding authors or on a special theme.
RUSS465,Seminar,3,No prerequisites.,Various authors and themes.
RUSS466,Independent Study,3,No prerequisites.,Description not available.
RUSS467,SEMINAR,6,No prerequisites.,Description not available.
SCEN101,Physical Science,4,No prerequisites.,"Structure, processes and concepts of the physical world. Focus is physical sciences topics presented to a general science class consisting of non-science majors. Laws and theories of the physical world are presented and applied to applications, including motion, gravity, energy, waves, light, electricity including photoelectricity, and magnetism."
SCEN102,Physical Science,4,No prerequisites.,"The structure, processes and concepts of the physical world."
SCEN103,Concepts of Science and Technology,3,No prerequisites.,"Introduction to some of the fundamental science concepts underpinning hightechnology, emphasizing everyday devices and practical experience, for thedevelopment of scientific and computer literacy of non-science majors."
SCEN105,Science on the Scene,4,No prerequisites.,"An investigative look at local environments where topics such as microbiology, chemistry, ecology, and plant and soil sciences converge. Students will learn the basics of research, survey, and experimental design in the context of local ecosystems."
SCEN107,Snack Science,4,No prerequisites.,"An overview of topics from introductory biology, chemistry, and physics focusing on their applications to food and cooking. Emphasis will be placed on the use of the scientific method as a critical thinking tool through the use of laboratory experiments and problem based learning."
SCEN109,Art of Botany,4,No prerequisites.,"An introduction to how plants are intimately linked with the visual arts through exploration of their aesthetic value and the biological, chemical, and physical properties of plant-derived compounds and materials used as artistic media."
SCEN111,Revolutionary Science,4,No prerequisites.,Student-centered exploration of six of the most revolutionary scientific controversies and resulting theories that changed our lives and the future of the human race forever. Students’ exploration will be encouraged through activities such as reading primary literature and debates as well as hands-on laboratory investigations.
SCEN115,Origami Science Fablab/Makerspace,4,No prerequisites.,"Learn origami and its application in science and technology. Expressions, using origami, of select concepts and methods in Mathematics, Computer Science, Physics, Biology, and Chemistry will be engaged in the classroom. Students will create structures, write about them, and present them in a gallery."
SCEN117,Citizen Science,4,No prerequisites.,"Engages diverse participants on local, regional, national, and global scales in the collection, interpretation, and use of scientific data on a particular scientific problem. We will engage students in a variety of citizen science projects including at least one of their own."
SCEN119,Transforming Solar Energy,4,No prerequisites.,"Lab- and project-focused exploration of solar energy and its uses. Biology, chemistry and physics concepts are introduced in context, leading to critical analysis of efficiency and economics of different technologies."
SCEN130,The Science of Learning for Peer Mentors,1,No prerequisites.,"This course is designed for students serving as Undergraduate TA’s in the department of Biological Sciences and Peer Mentors in the Integrated Science Learning Laboratories and who are interested in the science behind learning in the STEM disciplines. This course will help you integrate educational theory, pedagogy, and practice. It will touch on theoretical issues in conceptual development, conceptual change, collaborative learning and students’ conceptions of various topics in science, as well as practical issues encountered in facilitating learning, engaging in formative assessment, and responsive teaching."
SCEN166,SPECIAL PROBLEM,3,No prerequisites.,Description not available.
SCEN167,SEMINAR,6,No prerequisites.,Description not available.
SCEN210,Science of Color Phenomena,4,No prerequisites.,Introduction to basic physical and chemical principles which describe nature of light and the phenomena of color. Targeted for non-science majors who seek a descriptive understanding of scientific principles underlying formation of color phenomena found in nature and works of art.
SCEN230,Discipline-based Leadership and Mentoring,1,SCEN 130,"This course is designed to build practical peer leadership and mentoring skills, while providing a forum for evaluating and reflecting on personal experiences among a group of peers who challenge and learn from each other as they explore leadership. Class activities are designed to develop critical thinking around student development issues and provide strategies for integrating discussions of diversity, ethics, social justice, community, and civic responsibility into leadership experiences."
SCEN266,SPECIAL PROBLEM,3,No prerequisites.,Description not available.
SCEN267,SEMINAR,6,No prerequisites.,Description not available.
SCEN330,Practicum in Peer Mentoring,2,"SCEN 130, SCEN 230","The practicum experience provides students the opportunity to apply and integrate knowledge acquired through their coursework. This experience engages learners in direct experience as leader, supported by focused reflection in order to increase their knowledge, develop skills, clarify values, and develop their capacity to contribute to their discipline and the educational community."
SCEN340,Advanced Science for Teachers,4,No prerequisites.,"Provides advanced background study for students in the Elementary TeacherEducation Milford Program. Topics are drawn from physical, earth andbiological sciences and build on science courses previously taken in theprogram. The areas of science outlined in the State Science PerformanceIndicators are covered. Along with lecture/discussion, students have hands-onlaboratories (including the Smithsonian kits used by the District)."
SCEN344,Science and Religion,3,No prerequisites.,Examines the relationship between science and religion and focuses on: whether our current cosmological picture of the Big Bang allows for a Creator; the rationality of miracle-reports; whether the scientific image of humanity is compatible with a religious worldview; the biological evolution/creation debate.
SCEN366,SPECIAL PROBLEM,2,No prerequisites.,Description not available.
SCEN367,SEMINAR,6,No prerequisites.,Description not available.
SCEN466,Independent Study,2,No prerequisites.,Description not available.
SCEN467,SEMINAR,6,No prerequisites.,Description not available.
SCEN491,Teaching Science in Secondary Schools,4,No prerequisites.,"Techniques, approaches and preparation for teaching science in high school andmiddle school. Laboratory meets one full morning per week in local highschools and middle schools for observation and initial teaching."
SCEN492,Student Teaching Seminar: Secondary Science,3,No prerequisites.,"Methods, techniques and problems in student teaching in secondary schools andtheir solutions. Assertiveness, authority, management, strategies andteaching for understanding."
SOCI166,SPECIAL PROBLEM,3,No prerequisites.,Description not available.
SOCI167,SEMINAR,6,No prerequisites.,Description not available.
SOCI201,Introduction to Sociology,3,No prerequisites.,"An overview of the sociological perspective of the study of society, social organization and social institutions with special emphasis on the social causes and consequences of human behavior."
SOCI203,Self and Society,3,SOCI 201,"An introduction to one of Sociology’s major microtheoretical perspectives–symbolic interactionism (SI)–to look at the micro-level building blocks of society by focusing on situated interaction and the meanings it conveys, creating patterns of behavior and collective understandings."
SOCI204,Urban Communities,3,No prerequisites.,"Urbanization, rural-urban social differences and the organization of urban communities by race, class, ethnicity and stage in the life cycle."
SOCI206,Women and Work,3,No prerequisites.,"Covers a variety of topics including women in traditional and non-traditionaloccupations, gender-based discrimination (wage inequities, sexual harassment,exclusionary policies), the contributions of women to the economy and the roleof law in shaping conditions for women in the workplace."
SOCI209,Social Problems,3,No prerequisites.,"Topics may include poverty, intergroup conflicts, war, mental illness, aging, adolescence and environmental pollution."
SOCI213,Men and Women in American Society,3,No prerequisites.,"Designed to provide students with a sociological framework for analyzing sex and gender relations in contemporary American society. Topics include the social construction of gender, patterns of sex-role socialization, gender stratification in the paid work force, gender relations in the family and other social institutions."
SOCI215,Race in Society,3,No prerequisites.,"Examination of the social construction of race and its importance in institutions and social identify. History of race in the United States, including access to rights and privileges and how groups worked for racial equality. and how race structures relationships among diverse groups in society. Includes analysis of rights and privileges denied or extended to groups and how disadvantaged groups work towards racial equality."
SOCI221,Race and Sports in American Society,3,No prerequisites.,Description not available.
SOCI266,Special Problem,3,No prerequisites.,Description not available.
SOCI267,SEMINAR,6,No prerequisites.,Description not available.
SOCI270,Families and Developmental Disabilities,3,No prerequisites.,"Focuses on people with developmental disabilities in the context of their family and culture from a multidisciplinary perspective. Covers disabilities and their causes; changing needs across the lifespan, gender, cross-cultural and legal issues; and information about prevention/intervention, employment, inclusion, and empowerment."
SOCI301,Introduction to Sociological Research,4,SOCI 201,Survey of research methods and data analysis employed in sociology.
SOCI302,Social Deviance,3,No prerequisites.,"Defining deviance, research on deviance and explaining deviance."
SOCI303,Juvenile Delinquency,3,SOCI 201,"Historical definition of delinquency, abuse and neglect, research in delinquency, causes and treatment of delinquents."
SOCI304,Criminology,3,SOCI 201,"The nature, kinds and causes of crime. Criminal liability, criminal careers and organized racketeering."
SOCI305,Social Class and Inequality,3,SOCI 201,"This course investigates the social structural hierarchical positions groups hold relative to the economic, political, social, and cultural resources of the society."
SOCI308,The Family,3,"SOCI 201, SOCI 203, SOCI 209",Comparative study of the family in various societies provides a background for the analysis of family organization in modern America.
SOCI311,Sociology of Health & Illness,3,No prerequisites.,"Overview of the many contributions medical sociologists have made to our understanding of the determinants of health, the organization and implications of medical care, the roles of doctors and patients, and the intersections between social change in society and in medicine."
SOCI312,Theories of Society,3,SOCI 201,"Covers writings of Karl Marx, Emile Durkheim, Max Weber and related current approaches. Focuses on theoretical perspectives concerned with social development, social conflict, solidarity, social class and gender."
SOCI313,Mental Health & Well-Being,3,No prerequisites.,"This course will explore major concepts and measurements within mental health research, contemporary mental health services and treatments, the role of stigma and the social context of mental illness, as well as practices within positive psychosocial well-being ."
SOCI315,Childhood and Society,3,No prerequisites.,"This course takes a sociological view of childhood and children’s lives, including topics such as: historical development and variability of the category of childhood, inequality among children, educational systems, children’s experiences with social institutions and childhood peer relations."
SOCI319,Sociology of Latin America,3,No prerequisites.,"Survey of sociology of Latin America, with sections on geography, population, urbanization, history, politics, family, religion, economy, and education and on race, class, and gender relations."
SOCI322,"Crowds, Cults and Revolutions",3,SOCI 201,"Analysis of forms of behavior in relatively unstructured situations such as crowds, panics, riots and demonstrations; and processes of interaction: susceptibility, contagion, polarization and communication."
SOCI323,Sociology of Risk,3,No prerequisites.,"Focuses on how individuals, organizations, and government agencies assess various types of risk and act with respect to those assessments. Topics include: risk perception, risk assessment, risk management under conditions of scientific uncertainty, and public debates about safety."
SOCI324,Issues in Emergency Management,3,No prerequisites.,"Overview of the development of emergency management in the United States, including the formation of the profession, integration of formal and informal organizations, crisis response, and perceptions of crime and deviance during emergencies."
SOCI325,Disasters and Society,3,No prerequisites.,"Sociological introduction to the field of disaster studies, including the ways in which societies attempt to prepare for, respond to, and recover from their impacts."
SOCI329,International Migration,3,No prerequisites.,Interdisciplinary introduction to alternative/complementary disciplinary approaches to the study of human movement between states. Offered on a rotational basis by faculty involved in the University of Delaware migration group.
SOCI335,Environment and Health,3,No prerequisites.,"Couched in the sociological perspectives of Embodied Health Social Movements (EHM), popular epidemiology, and environmental justice, this course examines how sociologists are studying human health and health disparities as a result of disproportionate exposure to environmental burdens."
SOCI336,The Detective in Film and Fiction,3,No prerequisites.,Study of detective fiction and film has applications to a liberal arts approach to crime and justice. Blends literary analysis with the insights of social science research on the work of private and police detectives.
SOCI340,Global Policy and Inequality,3,No prerequisites.,"Explores the relationship between social policy and social inequality in the U.S. and comparable societies. Focuses on public policy and the role of NGOs in social service delivery. Specific social policy areas include employment, family, health care, education, social security, welfare, and affirmative action policies."
SOCI341,Welfare and Society,3,No prerequisites.,"Review of social welfare provision including state interventions, private charitable service delivery, and non-profit social services. Methods of social work practice and the administration and evaluation of social welfare provisions."
SOCI343,"Society, Politics and Healthcare",3,No prerequisites.,"Interdisciplinary study of socio-political and humanistic issues of healthcare and health policy, in the US and abroad. Students will engage with how policy and politics influence the healthcare delivery system and its consumers."
SOCI344,Law Policy and Society,3,No prerequisites.,"The aim of this course is to give you an introduction to global legal systems, how they operate and what they mean for overall governance. The course questions how legal systems function as parts of their respective societies and how these systems address certain areas of law, such as human rights, criminal and environmental law. During the course, we will also learn about the political, historical and cultural underpinnings that influence what we call “law”."
SOCI345,Sociology of Law,3,No prerequisites.,Analysis of law as a social process in both historical and comparative perspective. Focuses on various theories of law and society and relevant empirical research.
SOCI348,Theories of Social Work Practice,3,SOCI 201,"Methods of social work practice; casework, group work, community organization; sociological and psychological foundations underlying social services."
SOCI356,"Inequality, Crime and Justice",3,No prerequisites.,"Introduction to challenges in addressing crime in multiracial, multiethnic, class-stratified society. This context serves as backdrop for inquiry into crime causation, operations of the criminal justice system, and experiences of relevant actors."
SOCI360,Sociology of Religion,3,No prerequisites.,"Sociological analysis of religious practices and beliefs that are practiced in the contemporary United States, including changes in religious affiliation and the effect of religion on social change, political behavior, gender roles, sexuality, racial inequality, and cultural membership."
SOCI361,Racial Inequality,3,SOCI 201,"A detailed examination of racial inequality, including the social constructionof race, the nature of oppression and advantage, government policies andresistance strategies.  There will be attention to the status of men and womenand social class diversity within racial-ethnic communities."
SOCI366,Independent Study,6,No prerequisites.,Description not available.
SOCI367,SEMINAR,6,No prerequisites.,Description not available.
SOCI368,Independent Research,6,No prerequisites.,Independent research under the supervision of a faculty member. Requirements include preparation of a research report consistent with the professional literature in the field. Student and faculty member will file a learning contract describing the research and a report with the department chair.
SOCI369,"Alcohol, Drugs and Crime",3,CRJU 110,"Examines the relationship between alcohol, drugs and crime, including societal response to offenders who commit alcohol/drug related offenses and offenders who engage in crime over drug markets."
SOCI370,Prison and Prison Subcultures,3,No prerequisites.,Provides an intensive examination of the social organization of prisons. Mainly examines how the prisoner subculture shapes and is shaped by social institutions. Special emphasis on how gender and race contribute to differential patterns of adjustment to incarceration.
SOCI373,Sociology of Gangster Rap Music and Culture,3,No prerequisites.,"Critical look at evolution of Gangster Rap music and culture in low-income Black communities. Also, this course focuses on how “street identified” Black youth and adults or those engaged in crime as a lifestyle have organized a socio-political and economic movement through their music."
SOCI375,Sociology of Diagnosis,3,No prerequisites.,"Diagnosis is central to medicine. Sociologists are interested in how diagnoses and illness categories are socially constructed, applied, and serve to organize society into the healthy and the ill. This class examines the way that medical diagnoses are shaped and their powerful role in society."
SOCI381,Understanding Black Men in the Streets and in Prison,3,No prerequisites.,"Examines development of a street identity in Black men in the community and criminal justice system, particularly as a result of inadequate economic and educational opportunity."
SOCI394,"Language, Power, and Equity",3,ENGL 110,"Examines how power functions in and through the English language with an emphasis on how language can perpetuate and/or interrupt social inequality. Equips students with practical tools and research methods for analyzing a wide variety of texts, such as in-person conversations, online interactions, speeches, news media, websites, novels, magazines, mission statements, and policies."
SOCI401,Senior Seminar,3,No prerequisites.,"Culminates the legal studies minor by requiring an independent research project resulting in a term paper. Seminar focuses on a specific substantive issue, provides guidance from professor and chance to share ideas and problems with fellow students."
SOCI403,Disasters in Film,3,No prerequisites.,"This course will consider crises and disasters as represented in film and in various media.  The emphasis is on understanding how the portrayals of these phenomena often depart from scientific understanding, and also on evaluating how the depiction of crises and disasters in various media can shape both public and official awareness."
SOCI407,Sociology of Sex and Gender,3,No prerequisites.,"Seminar on sex and gender relations from a sociological perspective. Surveys current research on gender stratification in the paid work force, the feminization of poverty, gender relations in the family, sexual violence, and feminism as a social movement. Special attention given to current theoretical debates on the origins and persistence of sexual inequality and the intersection of gender with race and class in patterns of social stratification."
SOCI408,"Advocacy, Community, and Practice in Domestic Violence Services",3,No prerequisites.,"Reflects the current state of policy and practice among policy makers and practitioners in the field of domestic violence including legal issues, policy development, primary prevention, and models of best practice. Addresses the role of federal and state law. May include economic justice, mental health and trauma, and alternative models."
SOCI410,Health Services Practicum and Seminar,4,No prerequisites.,Field experience and related seminar. Placement in health service settings where student works for about 160 hours under supervision of health service administrators. Students meet in a weekly seminar with coordinator.
SOCI413,Race and Health,3,No prerequisites.,"Examines the health status of socially disadvantaged racial and ethnic groups in the US. Attention will be focused on the patterned ways in which the health of these groups is embedded in the social, cultural, political, and economic contexts, and arrangements of US society."
SOCI415,"Race, Class, and Gender",3,No prerequisites.,"Analysis of current American social issues that show interrelationship of race,class and gender. Readings from sociology, Afro-American studies, feminist studies, history and literature."
SOCI416,Social Thought and Contemporary Society,3,SOCI 312,"Seminar focuses on ways in which social thought defines and analyzes contemporary society. Explores how alternative theories and methods serve to create knowledge about contemporary concerns with everyday life, democracy, equality, social structure and power."
SOCI417,Sex Crimes and Punishments,3,No prerequisites.,Discuss controversial topics surrounding sex crimes and punishments to develop students’ abilities to think critically about connections between three areas: how we as a society respond to crime through our criminal justice systems; what we believe about crime and punishment; and what empirical research tells us.
SOCI418,"Race, Gender, and Poverty",3,No prerequisites.,"An examination of contemporary American poverty with attention to race and gender as fundamental dimensions of inequality. Social policy, employment and family composition are key topics."
SOCI420,Race and Sexuality,3,No prerequisites.,"Examine sexuality as a structure of power and identity. Study how race is sexualized and sexuality is racialized. Explore the impact of binary thinking (white/non-white, straight/gay) on social relationships. The perspective of racial minorities, particularly African-Americans, is emphasized. Review research on culture, history, and policy."
SOCI424,Women in Literature and Society,3,No prerequisites.,"This INSIDE/OUT class focuses on deep reading of several form of literature. The class investigates the role of women in literature as authors, readers and central characters, and uses literature as a window into social views of gender.   Assigned material explores the particular themes of voice, agency, cultural difference and social structure."
SOCI425,Sociology of the Body,3,No prerequisites.,"Examines the body, not through the lens of the biological sciences, but as the product of complex social arrangements and processes. Considers: What is ‘natural’ about bodies? How are bodies commodified? How are bodies categorized and constituted by discourses of race, class, gender, sexuality, and biomedicine?"
SOCI426,Emergency and Environmental Management Practicum and Seminar,4,"SOCI 324, SOCI 325, SOCI 470","Internship in an organization or agency responsible for emergency or environmental management. With approval of the area coordinator, student is assigned to an organization to become familiar with issues, policies and practices pertaining to disasters. Student under direct supervision of agency personnel while in the placement position. In addition to the internship, students are expected to meet weekly in a seminar with the area coordinator and other students to discuss issues and experiences."
SOCI428,Corporate Crime,3,No prerequisites.,"Nature and causes of the deviant behaviors and crimes of large organizations. How organizations act, are accused of deviance and defend themselves in cases such as price-fixing, sale of unsafe drugs and illegal spying."
SOCI430,Comparative Sociology,6,No prerequisites.,"Exposes sociological similarities and differences between the United States and a selected country on a number of critical sociological topics. Topics include ethnic and religious diversity, culture, demographic structure, social institutions, social stratification and urbanization."
SOCI431,Research on Violence,3,SOCI 301,"Violence is a very common part of modern life. It pervades many aspects of our social interactions, and dominates political discourse and policy issues. The purpose of this course is to critically examine the nature and patterns of violence. A key element of the course that distinguishes it from other courses is that there is a statistical lab component that will be devoted to examining the epidemiology and etiology of violence using read data sets. Therefore, this class is not just lecture based, but places equal emphasis on statistical techniques to answer empirical questions about violent offending and victimization. "
SOCI432,HIV/AIDS and Crime in South Africa,3,No prerequisites.,"Examines two major social problems in South Africa: crime and HIV/AIDS.  Explore the problems historically, as well as their current prevalence and implications for the country. Examines sociological theories to broaden our understanding of the social problems which are compared with the US."
SOCI433,Gender and Health,3,No prerequisites.,"Why are women sicker, but men die younger? In this course we will critically examine the relationship between gender and health. In doing so, we will also consider the contribution of race, class and sexuality in shaping that relationship."
SOCI441,Social Welfare Practicum and Seminar,4,SOCI 341,Field experience and related seminar. Placement in social service agencies where students work for approximately 160 hours under professionally trained supervisors; students meet in a weekly seminar with coordinator.
SOCI442,Law and Society Practicum and Seminar,4,"SOCI 345, CRJU 345","Field experience and related seminar. Placement in court, law firm or other law-related institution where students work for approximately 160 hours under professionally trained supervisors; weekly seminar with program coordinator."
SOCI444,Approaches to Qualitative Inquiry,3,No prerequisites.,"Explores such approaches to research as conducting interviews, observing social behavior, content analysis of such material items as films, newspapers, and historical documents, and conducting focus groups. Given opportunity to choose a project and conduct research using these qualitative methods."
SOCI449,Sociology of Art and Culture,3,No prerequisites.,"Introduction to sociological perspectives on culture and the arts. Topics include the role of culture in the creation of social inequality, fashion, the social production of art, the culture industry, and outsider art."
SOCI450,Politics and Society,3,SOCI 201,"Analysis of political organization and action, including evaluation of major approaches. Case studies of political structures and behavior."
SOCI451,"Topics in Crime, Law and Society: Inside/Out",3,No prerequisites.,"Examination of current issues, scholarship, and debates related to crime, law, and social policy. Topics will vary. Taught in the Inside-Out format, in which traditional UD students and incarcerated persons take the class together at a local correctional facility."
SOCI452,Drugs and the Criminal Justice System,3,No prerequisites.,"Covers both drug and criminal justice issues, focusing on the drugs-crime nexus and the criminal justice system response. Examines issues of race, gender, victimization, international policy, and new policy responses including drug treatment, harm reduction, and restorative justice. Class is held at a local correctional facility, and half the students are inmates."
SOCI464,Internship,4,No prerequisites.,Provides students an opportunity to apply sociological theory and researchwhile working in an agency or other organizational setting under supervisionof department faculty.  Must complete an internship agreement and secureapproval from faculty member to sponsor internship.
SOCI466,Independent Study,3,No prerequisites.,Students work with Faculty members independently.  This also requires the permission of the instructor.
SOCI467,SEMINAR,6,No prerequisites.,Description not available.
SOCI470,Environmental Sociology,3,No prerequisites.,"A substantive and theoretical introduction to the major issues in environmentalsociology: the emergence and development of the environmental movement; thedevelopment of environmental issues; and how environmental issues are relatedto structural, contextual and perceptual factors."
SOCI471,"Disasters, Vulnerability & Development",3,No prerequisites.,"Introduces students to social vulnerability analysis of disaster. Students examine how social, geographical, and cultural factors as well as patterns of development put people differentially at risk to disasters. Students will explore how vulnerable social groups are affected by and cope with hazardous conditions and events, as well as study the capacities of these groups to increase resiliency. Readings draw from disaster studies, feminist studies, and development studies."
SPAN105,Spanish ,4,No prerequisites.,"Introduction to the Spanish language and a development of speaking, listening, reading and writing skills through the use of basic texts."
SPAN106,Spanish I,4,SPAN 105,"Completion of basic Spanish. Increasing mastery of the basic skills of speaking, listening, reading and writing."
SPAN107,Spanish II,4,SPAN 106,"Review of grammar, continued practice in speaking and writing, and reading texts of average difficulty."
SPAN166,SPECIAL PROBLEM,4,No prerequisites.,Description not available.
SPAN167,SEMINAR,6,No prerequisites.,Description not available.
SPAN200,Spanish Composition and Grammar,3,SPAN 107,"First part of a thorough grammar review and intensive practice, targeting structure, essential vocabulary, speaking, listening and extensive writing."
SPAN201,Spanish Reading and Composition,3,SPAN 200,"Reading, discussion, and analysis of various genres of Hispanic literature. Several short compositions. Grammar review where appropriate."
SPAN203,Spanish for Heritage Speakers,3,"SPAN 107, SPAN 200","For native and heritage speakers of Spanish with oral proficiency but little or no formal training in the language. Designed to build on the language base students already possess, the course’s primary purpose is to develop reading and writing skills."
SPAN205,Spanish Conversation,3,"SPAN 107, SPAN 200, SPAN 201","Practical use of Spanish by means of conversation, oral presentations, and discussions. Emphasis on improvement of basic conversational skills. Grammar review where appropriate, with supporting written exercises."
SPAN206,Culture through Conversation,3,"SPAN 107, SPAN 205",Discussion of topics drawn from contemporary Spanish or Latin American life. For students who wish to broaden their knowledge of Hispanic culture while improving their oral and aural language skills.
SPAN207,Contemporary Latin America I,3,No prerequisites.,"Introduction to contemporary Latin America, its culture, its people, their way of life and the issues confronting them."
SPAN208,Spain: Past and Present,3,No prerequisites.,"Introduction to Spanish cultural studies, with a focus on Spain’s development as a political, social, and cultural entity."
SPAN266,SPECIAL PROBLEM,3,No prerequisites.,Description not available.
SPAN267,SEMINAR,6,No prerequisites.,Description not available.
SPAN300,Advanced Spanish Composition and Grammar I,3,SPAN 200,"Second part of a thorough review and intensive practive, targeting structure, essential vocabulary, speaking, listening and extensive writing."
SPAN301,Survey of Spanish Literature,3,SPAN 201,"Development of Spanish literature from its origins through the 17th century. Study of representative works, discussions and collateral readings."
SPAN302,Survey of Spanish Literature,3,SPAN 201,"Spanish literature from the 18th century to the present. Selection of representative works, discussions and collateral readings."
SPAN303,Survey of Spanish-American Literature,3,SPAN 201,Representative works in all genres of Latin American literature from pre-Columbian to Modernism.
SPAN304,Survey of Spanish-American Literature,3,SPAN 201,Representative works in all genres of Latin American literature in the 20th century.
SPAN305,Oral Communication,3,SPAN 200,"Mastery of practical communication in Spanish by means of conversation, oral presentations, and discussions of cultural topics and enactments of common situarions. Emphasis on refinement of expression of preferences, doubts, and abstract ideas, as well as speculation on the future."
SPAN307,Topics in Contemporary Latin American Culture,3,SPAN 200,"Discussion and study of issues related to contemporary cultural, political and social developments in Latin America. May be repeated for up to 12 credits when topics vary."
SPAN308,Contemporary Spain II,3,No prerequisites.,"Discussion and study of issues related to contemporary cultural, political, and social developments in Spain, including its place in today’s European community."
SPAN310,Grammar and Oral Communication,3,SPAN 200,"This course is designed to develop students’ grammar and oral skills in Spanish. Students practice communication through speaking, listening, reading, and writing. Classroom activities are highly interactive and focus on speaking and grammar exercises. In addition, some relevant cultural aspects of Spanish culture will be included."
SPAN314,Spanish Phonetics and Phonology,3,SPAN 200,Study and practice of Spanish pronunciation and intonation. Contrastive analysis of Spanish and American English phonological systems. Introduction to Spanish dialectology.
SPAN315,Reading and Writing for Healthcare Professionals,3,No prerequisites.,"Devoted to the analysis and creation of professional discourse in Spanish as well as the study of the cultural issues related to science, health, and healthcare in the Spanish-speaking world. Students will hone their reading and writing skills in the Spanish language and develop their understanding of the ways health, illness, and medicine are perceived in Spanish-speaking cultures. The course aims to prepare students for careers in medical and scientific fields."
SPAN318,Spanish Service Learning,3,No prerequisites.,Description not available.
SPAN319,Spanish Community Engagement in Healthcare Services,3,SPAN 315,"This experiential learning course seeks to connect students to Latinx communities and organizations in contexts where Spanish language proficiency is needed to serve the healthcare and wellbeing needs of community members whose dominant language is Spanish. Direct contact with such organizations and communities will strengthen students’ language and cross-cultural skills, as well as their understanding of cultural and social aspects of health and healthcare relevant to the communities they serve."
SPAN325,Spanish Civilization and Culture,3,SPAN 200,"Survey of geography, history, art and society of Spain."
SPAN326,Latin American Civilization and Culture,3,SPAN 200,"Survey of geography, history, art and society of Latin American lands."
SPAN352,Introduction to Business Spanish,3,No prerequisites.,"Introduction of essential business/commercial terminology in common business context, reinforcing strategies for understanding, interpreting, and responding to new information, and providing opportunities for interactive practice. Familiarizes student with basic policies and practices of the Hispanic business community. Includes writing, conversation, grammar and culture."
SPAN355,Special Topics,2,SPAN 201,Explores an area of special interest in Hispanic literature. See 
SPAN366,Independent Study,3,No prerequisites.,Description not available.
SPAN367,SEMINAR,6,No prerequisites.,Description not available.
SPAN401,Advanced Spanish Composition and Grammar II,3,No prerequisites.,Study and practice of selected problems of written and oral Spanish syntax and vocabulary as well as textual analysis.
SPAN403,History of the Spanish Language,3,No prerequisites.,History of the language from Latin to the present. Historical phonology and morphology.
SPAN405,Advanced Oral Communication and Culture,3,"SPAN 300, SPAN 305","This course is designed to help students express themselves in Spanish with greater clarity, precision, ease, and confidence across a range of situations, from concrete familiar contexts to complex and unfamiliar ones. This course targets students’ speaking, listening, and reading abilities in Spanish, with the aim of helping them reach a proficiency level of "
SPAN406,Advanced Spanish Language,3,No prerequisites.,"Advanced grammatical structure and stylistics with special attention given to technical vocabulary and discourse (e.g., business, law, science, agriculture)."
SPAN415,Latin American Literature and Its Political Context,3,No prerequisites.,"Analysis of selected works by contemporary Latin American authors, focusing on the techniques used by these writers to reveal the political upheaval that has affected Latin America in recent years."
SPAN416,Cervantes: Don Quijote,3,No prerequisites.,The reading of Don Quijote in Spanish; major themes of the book. The life and times of Cervantes. Antecedents to Don Quijote in Spanish literature. The purpose of Don Quijote. Introduction to the language of Cervantes.
SPAN420,Topics: Medieval Literature,3,No prerequisites.,Works of one or more authors or of a special theme or genre within Spanish medieval literature. Example: Love and Passion in the Middle Ages on the Iberian Peninsula. May be repeated three times for credit when topics vary.
SPAN421,Spanish Medieval Literature,3,"
","Survey of the major authors and genres of Spanish medieval literature from the early lyric poetry through narrative poetry, short story, drama, and novel to the 15th century."
SPAN436,Topics: Literature of the Spanish Golden Age,3,No prerequisites.,Works of one or more authors or of a special theme or genre within Spanish literature of the Golden Age (16th and 17th centuries). May be repeated three times for credit when topics vary.
SPAN439,Postwar Spanish Narrative,3,No prerequisites.,"The Spanish novel from 1962 to the present. Focuses on novels by leading authors such as Luis Martin-Santos, Juan Goytisolo, Juan Benet, Carmen Martin Gaite, Ana Maria Moix, and Esther Tusquets. Analysis of these works grounded in international literary theory and criticism."
SPAN440,Topics: Eighteenth and Nineteenth Century Hispanic Literature,3,No prerequisites.,Works of one or more authors or of a special theme or genre within Hispanic literature of the 18th and 19th centuries. May be repeated three times for credit when topics vary.
SPAN447,Contemporary Hispanic Fiction by Women,3,No prerequisites.,"Explores current fiction by women in Spain and Spanish America. Analyzes selected works as individual literary creations, and also situates them in their cultural, historical, and aesthetic contexts using appropriate critical methodologies."
SPAN450,Topics: Modern Hispanic Literature 1898-1936,3,"
","Works of one or more authors or of a special theme, genre, or topic within Hispanic literature from 1898 to 1936. May be repeated three times for credit when topics vary."
SPAN452,Advanced Business Spanish,3,"SPAN 200, SPAN 201, SPAN 300",Refines basic knowledge of Spanish business/commercial terminology by helping student realize the importance of cultural awareness in doing business in Hispanic countries or with Hispanics in the United States.
SPAN454,Introduction to Spanish Cinema,3,SPAN 325,"Study of modern Spanish cultural history through the films of such masters as Bardem, Saura, Bunuel, Almodovar, Berlanga, Miro, Amenabar, Medem, Paris, Fejerman, etc. Relation of these films to Spanish culture, politics, history, and to European film theory and analysis."
SPAN455,"Selected Authors, Works and Themes",2,No prerequisites.,Works of one or more outstanding authors or on a special theme.
